latitude,longitude,filename
16.36690642,-14.28265554,9888.png
62.70844651,147.5377892,1615.png
55.91861737,26.46720211,2275.png
35.15183,136.64676,10523.png
41.0445,-7.78566,20394.png
51.65637319,-1.84734049,3287.png
59.3610899,11.8386418,2356.png
53.95265,-6.87416,23454.png
50.20447,19.27627,13001.png
35.84277,-115.68108,18297.png
48.35728478,94.79140248,8320.png
51.63525,5.04,20624.png
34.96008,135.4969,10401.png
60.56639039,27.71761568,8416.png
6.78918,79.91712,23248.png
22.6565,88.43286,14922.png
-34.8284,-58.2846,13212.png
-34.61169909,147.0331388,855.png
48.41921,17.38275,20859.png
33.76263,-87.22485,18872.png
-28.92102237,-56.09919089,74.png
29.87889,-95.50174,17911.png
60.62655,24.45895,15720.png
-6.338498086,-46.19545647,7591.png
52.13875216,-8.183268112,8735.png
-27.57823,153.08224,22973.png
-34.69432595,-55.66014312,4591.png
-33.26756902,20.14729053,662.png
29.95611,-95.02125,16808.png
-25.19010268,-64.96808392,3240.png
-43.43019215,-67.68696421,5181.png
45.96868,6.51536,16013.png
10.52154,123.3269,25178.png
41.06243424,26.87133974,5466.png
9.535,-13.68778,15206.png
-6.912676945,-43.58783391,1008.png
45.72761,6.45762,16061.png
-5.216796342,-61.86253954,8003.png
51.79866031,87.70718028,4110.png
52.05663,-0.43187,22202.png
59.45968,17.91878,12033.png
-19.46690556,-54.503345,6856.png
46.8194,8.64828,16156.png
47.83235,16.09584,23706.png
46.46690779,19.61027161,30.png
37.25398,-8.1577,19876.png
18.64468041,78.93957183,1806.png
52.45195,6.43925,24909.png
37.51918,37.71129,24346.png
10.387,-61.30385,19548.png
49.04071,2.13837,21372.png
14.85815,104.82979,22767.png
6.46455,3.80848,14745.png
27.81136921,-104.7948858,288.png
12.1277,78.15794,15053.png
19.16874,-98.31109,11791.png
43.86942,3.84671,21614.png
40.97745,-73.71253,18277.png
56.27564411,10.79939502,3102.png
41.87363,2.61107,15214.png
-29.43033313,-56.68831675,219.png
53.54904,-2.41903,21969.png
6.59246,3.59788,14808.png
-24.22175,29.34313,15659.png
4.342571229,35.60256208,6942.png
23.70575,89.05271,11885.png
49.23065725,2.138674875,21489.png
-31.72940826,142.5095366,1912.png
-36.23312615,-59.96846268,8381.png
63.35169901,25.11168717,4459.png
23.06079401,72.39289178,4563.png
41.17161,-73.47674,18108.png
47.54594,-122.33348,18213.png
60.84142846,23.65393942,3499.png
-21.18556,27.49769,22306.png
36.26534,139.45479,10556.png
34.90219,135.71864,10542.png
-31.91494,116.00874,23103.png
22.75218,72.68533,14984.png
31.26318,35.02219,15543.png
39.2477891,-5.678218738,5015.png
38.38200752,-5.826894479,4069.png
48.62239,2.56988,21482.png
43.72919,-79.29571,15107.png
41.33941,-74.11731,17472.png
47.32348,8.39027,16317.png
-34.78169723,-66.17723494,7491.png
55.22301,37.92678,24708.png
29.13863656,-106.7369106,2102.png
60.32623,25.1039,15750.png
10.66286683,10.20544989,4490.png
40.6778,-73.50758,18904.png
49.15943,2.04357,21441.png
49.27283762,94.85778566,3861.png
55.84624,12.38532,10091.png
14.80578,100.37087,22863.png
16.0438,120.4861,25186.png
45.55358,-73.47969,15198.png
34.07356,135.10564,10465.png
-27.08975879,23.92029842,4673.png
-13.31989366,132.7805111,9259.png
34.74148,135.33668,10577.png
51.10586,4.04382,20675.png
-14.62455496,-56.96860582,3183.png
39.80402,-77.0258,19280.png
-9.798484032,-68.58180108,4100.png
-10.5923,-37.01213,22583.png
47.38093,-122.23484,18071.png
48.57081,2.16075,21618.png
21.13376,-101.67432,11800.png
34.84081,136.1985,10769.png
51.46518,6.9557,24547.png
-5.840080544,-43.08457549,8264.png
11.62775,9.27884,14749.png
-27.26902,-65.55168,13091.png
37.53263,126.99442,11454.png
-24.31141948,-61.89402458,6502.png
-40.57029022,-66.48066398,357.png
50.29409,19.54223,12920.png
52.6484,1.20272,22056.png
48.59043415,18.71644385,5128.png
39.45184,-77.34731,19146.png
36.35572,139.14004,10362.png
51.20303,4.987,20639.png
41.52052,-87.68292,18034.png
42.76323,18.93375,23112.png
56.59780666,23.28211712,6064.png
7.25033,80.15982,23315.png
-20.12620355,-55.38706886,2019.png
52.38999,6.84497,24532.png
6.77371,3.88005,14552.png
-23.55888843,145.7167688,3424.png
36.34165,129.04379,11713.png
36.3716,127.32716,11440.png
7.7816,4.56022,14837.png
48.89361,18.0388,20939.png
-16.14088542,-40.43811374,8859.png
41.27180268,-73.57010338,19296.png
53.76768,-8.25004,23523.png
54.59139,53.75162,24727.png
31.8879,34.91683,20475.png
53.5271104,19.0863131,9750.png
3.26595791,38.36178753,2994.png
37.51246,-120.94906,17479.png
-26.40093506,-52.60616789,2752.png
44.75051322,105.4242969,1908.png
50.78734149,18.5787401,1102.png
40.73197,14.56648,10956.png
9.847856027,7.45915891,8829.png
11.52977637,8.653117354,7090.png
13.96759318,104.1200186,970.png
-34.95728,-58.82614,13506.png
37.81759,-25.43448,20137.png
31.80993,34.99498,20507.png
51.3502,0.52346,22002.png
38.12167,-121.29592,16760.png
3.76956,-76.76027,13723.png
-4.596897285,-41.19891954,6535.png
48.36199,1.96763,21565.png
42.85041,27.03045,16491.png
-34.63748,-58.51159,13274.png
36.24373,137.86355,10373.png
1.57774,103.80822,14048.png
-24.60176345,149.8812456,790.png
-12.89819774,-48.3820418,8534.png
-21.95448813,27.50837532,7589.png
46.11951,4.9017,21153.png
-29.6613016,-54.45139814,6854.png
14.2927,121.00139,25187.png
40.90972,-73.87912,17962.png
53.14252819,19.12023238,2243.png
48.38801057,44.7154856,7646.png
54.43463978,36.36091837,23.png
53.18797,-7.78094,23577.png
41.62129,-8.36229,20267.png
50.52661,3.19577,20631.png
48.26369089,15.79575237,7202.png
51.90756,-0.65068,21883.png
54.79277,24.65826,14398.png
40.8867,-87.87415,18027.png
40.31192,-111.7214,19278.png
35.82472,126.7436,11334.png
54.38960489,38.05010207,3154.png
36.30758,127.39372,11579.png
15.79408,104.1451,22748.png
50.09045,19.10635,12718.png
8.012558863,0.559179441,9907.png
55.46457,24.36823,14363.png
38.88593,-0.42351,15366.png
1.094883479,-52.37578354,7734.png
7.22568,80.03731,23174.png
-7.516487766,-63.01702241,1436.png
40.66234888,-73.99454367,17299.png
44.51071,9.08826,10879.png
40.98853,29.14374,24401.png
40.82525,-8.59911,20242.png
0.104469594,39.19138591,5498.png
4.97203,-74.44068,13661.png
-10.57300067,-37.71406042,2507.png
54.08595625,43.21351261,2421.png
41.69648,12.658,11044.png
3.303937603,101.3946165,3291.png
42.72242,-88.03164,17857.png
-7.10626724,-43.80876989,6134.png
-12.89273484,-46.80731169,5650.png
18.01805,-67.15073,11321.png
53.24494374,-6.220530823,5073.png
51.60982,0.06153,21942.png
55.43422467,65.35508305,9521.png
-38.35109,145.17829,23089.png
43.71549,16.20367,10023.png
40.68668,17.32376,11274.png
-16.21544669,-47.63250773,3581.png
63.16654626,138.3118525,7158.png
29.41642,-90.28433,17753.png
37.44284,-122.18108,18219.png
44.7503345,105.4241924,6284.png
40.91706,-73.85478,17066.png
41.82143,41.77921,15200.png
50.95808,6.91792,24534.png
20.64376469,-101.2769129,4061.png
-33.41667,-70.62556,22457.png
42.81224,-71.30622,18788.png
59.71518,28.46908,14324.png
-24.59495344,-64.76546079,8516.png
38.10558,-1.86343,15213.png
51.81759,5.39545,24888.png
-14.51559338,-70.26427094,8058.png
52.00637421,15.74679702,8141.png
1.5599,103.77424,13937.png
41.2393,-8.37184,20016.png
44.23665,25.59273,12153.png
41.22819,-73.4609,17307.png
50.25605,13.57909,12355.png
-27.99748114,-63.69687319,5848.png
60.43954,24.24403,15915.png
52.493857,90.09375336,8484.png
17.6775523,121.7883452,5670.png
50.18612,13.36962,12404.png
34.12099,-117.91943,19065.png
41.63933,-8.55887,19932.png
35.66047478,140.0837358,10743.png
43.76799966,27.25958269,8061.png
38.59344,33.85549,24293.png
50.95476,6.88453,24475.png
-15.20540305,131.6209258,4496.png
41.66902,-7.91177,19953.png
-34.87772,-58.40618,13360.png
-31.61865172,-64.57186318,8120.png
49.30313918,6.849641983,24483.png
1.58159,103.81101,13825.png
58.11431144,102.6974773,1857.png
50.49234,17.33322,12849.png
-26.87625183,-59.033877,6722.png
-34.74406,-58.44999,13393.png
-30.59521447,-56.40917232,3885.png
42.15488,-5.76271,15385.png
40.62343,-74.11529,19516.png
-34.76568,-58.2298,13204.png
-5.589862483,-37.52218893,3262.png
-10.76345238,-38.90011693,6366.png
51.94781,5.01045,25039.png
35.86413,14.3728,15631.png
-19.04145902,-63.4343978,5823.png
42.26766,-71.04041,17774.png
-21.97514219,27.64498514,8618.png
35.77272,139.58293,10725.png
-3.080964093,38.25536766,8449.png
51.69318,0.89863,21711.png
10.29925365,119.0644126,4078.png
1.732646234,40.62545106,6792.png
6.59228,3.23502,14791.png
-3.210150484,-39.38090953,3047.png
44.98901,38.94324,24664.png
48.18953,16.26175,23884.png
44.92802,4.98125,21497.png
53.66985,-2.67841,22270.png
-24.92588482,-60.25882469,3786.png
37.52118,-8.47385,20359.png
24.83883021,-98.16563778,6431.png
22.68542,88.40356,14898.png
48.8191,1.98668,21409.png
32.42277,34.92385,15434.png
-22.02795714,143.1615459,4065.png
38.83379,-94.6502,17807.png
39.34938,-77.85479,19509.png
-33.28531669,146.590469,9998.png
44.05367577,111.3363202,8774.png
13.26248742,102.8952604,4759.png
-2.11228,-79.88544,11294.png
39.40135,-76.54554,18806.png
61.30314519,128.6921523,9463.png
37.2877,127.32752,11361.png
46.76776,-0.31133,21143.png
-26.07862983,148.6109751,1739.png
46.90994,8.28729,16098.png
35.60798,139.35753,10832.png
18.17317891,-93.56446237,7612.png
47.62605,8.56836,16234.png
45.3226,4.76836,21144.png
58.7002,59.4839,24639.png
-33.96161,151.01743,22942.png
-3.460583388,-80.32366405,3671.png
-21.1460997,24.58361622,968.png
-3.913546217,-40.34020768,1472.png
-39.09602676,-66.30622255,6110.png
-35.50991993,-59.66389354,2122.png
-26.64282474,144.0059596,1227.png
52.62902,13.15284,24434.png
-3.407798144,38.06917053,908.png
37.23874,126.98854,11508.png
-34.7258,-58.37707,13270.png
40.8968,-73.82025,18501.png
14.00782,99.72853,22755.png
34.5874,135.52827,10503.png
10.91212,-74.79102,13690.png
51.86247,5.61408,24997.png
48.61291,2.54821,21199.png
-23.71464012,145.2900926,7404.png
60.53824,24.79789,15806.png
-4.113954995,-45.149024,9554.png
-23.70268781,-46.24043779,238.png
48.83557,2.57776,21221.png
41.20776,28.96523,24066.png
59.2460346,126.7226874,3757.png
13.90499017,-4.555241839,2960.png
53.71938,-7.09313,23610.png
40.82037,-74.42402,17347.png
65.78203,24.18102,15835.png
31.41776,34.59764,15456.png
38.66191,-121.37571,18548.png
51.55894,3.84567,20685.png
37.63219,126.58723,11627.png
64.86610167,15.89606622,9701.png
60.24568,24.55976,15927.png
-34.74785,-58.70072,13514.png
41.14127,-73.2775,17305.png
41.47179,-81.55374,17602.png
59.45990807,66.10612775,7193.png
3.29327499,38.37365811,7802.png
36.55312,138.93459,10376.png
-38.56532,177.60441,13785.png
55.5962,-3.77608,21735.png
51.74788,0.50124,22037.png
9.236253224,4.897037576,5492.png
-34.02601754,141.1204112,5215.png
-0.412498659,102.640687,5837.png
6.76143,79.91068,23238.png
16.35291387,-93.13851585,549.png
-5.58622855,-60.64616495,8200.png
42.10988,1.63894,14276.png
-21.20896192,139.1676038,7101.png
51.85868,-1.59604,22197.png
39.12183,27.2147,24380.png
-17.26296983,-71.20350846,6532.png
41.21955,-83.64986,17882.png
43.40754,16.88947,10035.png
-30.92465725,-69.42423583,236.png
-12.108,-76.42231,24050.png
56.96094,60.68868,24809.png
27.27359819,91.14832145,9832.png
-15.65589951,-74.08856555,9075.png
-11.22798308,-40.25894138,5079.png
43.68931,23.07561,16420.png
66.9356178,21.25229104,4188.png
-27.86073247,150.9011636,7855.png
-12.2507114,-49.76862377,5947.png
46.01713,5.80523,16022.png
55.1238772,74.58529887,4616.png
-27.81945258,-56.27436834,6783.png
-5.048901375,-40.9270514,6012.png
33.92169,-117.38717,18292.png
24.26566,89.28612,11902.png
4.64151,-74.12076,13643.png
-28.44528225,152.2339708,304.png
-6.2227,106.8394,19671.png
48.18313,16.40104,23743.png
7.05487,79.98547,23396.png
53.54878,-1.17154,22050.png
47.45949,-122.55563,16915.png
48.01193481,100.418894,6289.png
55.31633,38.2609,24707.png
40.67887,-73.52374,19027.png
32.06139,34.76792,15450.png
50.69247,17.9989,12529.png
6.02347,-75.42201,13683.png
7.50218,4.54777,14610.png
-11.88117,-77.02783,24014.png
47.48818,8.71045,16037.png
6.86179,3.9672,14575.png
-4.890296111,-38.39203639,9727.png
36.3262,138.9772,10479.png
47.49843,-122.16249,17293.png
43.76611336,23.35226004,7481.png
-21.05988637,-41.35857913,5536.png
60.24208,24.58502,15922.png
47.67006427,20.36409299,2702.png
56.08524,12.74453,10118.png
-37.97039,145.2259,22960.png
43.95673,26.00902,12175.png
-39.25330181,-66.06473771,8413.png
39.8838,-75.32814,19411.png
-29.76283921,-54.04757127,4828.png
39.59601,27.00708,24258.png
-33.97038969,139.6789234,2914.png
16.38390587,-14.06307515,5072.png
41.72063,12.6723,10918.png
38.44199,-122.3517,17679.png
44.5102,-122.89139,18326.png
1.97015,103.33623,13859.png
51.09461,4.50153,20832.png
-13.83202749,-56.14817218,9890.png
-34.40235,-58.62932,13494.png
40.94443,-74.36294,16809.png
48.75536,17.71656,20971.png
-30.43812504,138.3682268,2956.png
41.0736,-8.22147,20171.png
17.08828,-96.69877,11751.png
6.884114538,3.104744481,376.png
48.61245,17.75006,21049.png
47.99884,16.47598,23756.png
35.18083,-78.9809,16947.png
60.23043,25.0946,15712.png
5.21585,-74.72663,13553.png
58.11431144,102.6974773,5923.png
49.21557,8.70378,24568.png
42.01481,19.25482,23115.png
48.393,1.97241,21265.png
1.84603,103.95318,14156.png
30.56844,74.79711,15046.png
36.44134,139.20136,10404.png
33.51213,-80.80172,17258.png
45.68369,11.71902,11239.png
40.69416,-74.09838,16758.png
41.75338,-86.11084,18529.png
-30.10801984,149.0368269,9598.png
7.41639,3.95281,14736.png
36.77131,10.20477,22506.png
-11.83929275,-41.23530275,4363.png
-37.88331,144.75072,23075.png
50.04415295,29.87092205,380.png
-17.8110555,-63.1785372,9613.png
51.65669,4.99892,25005.png
50.84054,15.18406,12771.png
-7.47636105,-63.98623284,4782.png
54.21022702,19.48541023,3837.png
61.00001995,79.43252854,678.png
41.31865,-7.70041,19992.png
51.17853,17.36151,12491.png
-34.8304818,117.4089693,9539.png
-18.70993959,121.8964551,6435.png
23.37357,119.5069,10316.png
-7.700734328,-72.93183482,4717.png
7.72446,4.5601,14573.png
53.1223,-6.99566,23560.png
-29.67997,-51.35666,22651.png
59.10903,17.85652,12002.png
41.0783,-74.27162,18153.png
38.6778,-0.19807,15219.png
7.483133931,9.584025119,7197.png
41.41535376,27.3608336,6340.png
22.23479,114.19695,15954.png
-34.64365,-58.35052,13411.png
28.88689,-81.94595,18574.png
31.88531,35.43476,20479.png
14.03329394,-13.66038216,7292.png
-49.59454926,-69.51518288,5397.png
53.43333,-7.95,23545.png
-10.98581074,-68.92998793,4841.png
-28.09970673,153.3734054,8496.png
-24.85742109,-52.94613672,8628.png
60.2052,24.6522,15783.png
16.53547119,80.53733676,5966.png
51.55806,-0.22244,21702.png
0.75804,34.55141,19786.png
42.31602762,76.41728908,9380.png
40.26434,-74.70402,17446.png
52.49800049,43.17354651,101.png
-7.79336,112.07204,19728.png
0.614826716,-60.27921584,6472.png
13.40354657,104.7243342,3580.png
14.19755318,105.1632439,2974.png
5.54348,100.37597,14211.png
40.64621,-73.97069,19349.png
-50.21529924,-72.99171397,2717.png
41.43806,25.02039,16499.png
48.41805,18.02219,20968.png
40.36496,17.88734,11254.png
59.2919,18.14989,11988.png
50.93759,17.3197,12505.png
47.82328839,108.8444672,4655.png
15.75627,99.93539,22854.png
41.83869,24.67841,16390.png
47.45049,15.1969,23912.png
13.20555,101.35962,22839.png
-17.37359775,133.4106492,7732.png
47.68526,10.32891,24456.png
-34.52216,-58.71029,13185.png
37.74575,126.45094,11446.png
0.852370915,-59.61557811,9431.png
40.83968,-8.40797,20196.png
48.03051327,16.35488204,5240.png
47.37064,15.09493,23789.png
-34.81585,-58.20232,13298.png
40.98864,-8.56026,19828.png
40.70924,-73.70153,19063.png
-37.87307521,-66.42702852,9037.png
51.22187,4.50424,20840.png
-15.26601144,-40.5992374,217.png
41.56191224,-4.23766016,7867.png
61.38001,16.9943,11985.png
-29.52628348,28.77116355,953.png
30.87906,74.49146,10286.png
40.19731,-74.44576,18066.png
41.17492,-73.66979,17555.png
64.69182353,19.43363627,9328.png
51.41262,-0.85115,22123.png
-23.2655165,20.28592441,7192.png
55.79287,12.46639,10163.png
50.27461976,21.28648616,1426.png
51.46011,-2.66699,22148.png
-21.81497816,43.29511834,4605.png
-13.78365687,-57.03629325,411.png
-18.22942902,-52.63672543,2667.png
52.59298,1.10284,21959.png
44.83128617,24.65565832,2103.png
43.5335554,27.29968223,585.png
37.5195,126.75055,11471.png
-31.27252454,150.7136192,7228.png
38.76501,-77.32424,18750.png
54.57669,24.48853,14376.png
52.51891,1.00404,22268.png
0.334521001,112.1191344,5448.png
-3.110041734,-58.42230312,4614.png
-31.76713447,141.1996419,4118.png
-10.65360017,-48.69383179,7154.png
51.2882,4.47671,20760.png
-4.835651738,-42.5955772,6775.png
44.40654,26.09295,12179.png
52.03941,5.20815,24886.png
45.70648,5.90319,16165.png
-33.36247545,-66.05567574,1053.png
38.65924619,43.90613957,3915.png
17.34758024,82.36764672,15002.png
-10.93128508,-40.19039892,5878.png
-15.74613678,-48.26211187,9026.png
-33.65343,-56.55243,22911.png
55.52282,37.5482,24668.png
63.22610892,39.20284258,8324.png
-34.378,-58.81897,13160.png
31.57894,34.86209,15403.png
54.4821,17.05657,12896.png
36.00899,127.13383,11720.png
35.37688,136.95228,10737.png
35.85138,126.87016,11419.png
32.83436,71.59338,10258.png
6.55904,3.25997,14855.png
40.82822,-73.03675,18693.png
54.46254,18.05802,12912.png
51.16382,17.56144,12486.png
38.83969,-9.44129,20221.png
36.20973,140.04165,10698.png
39.74671,-84.28059,18956.png
60.23553,25.06302,15706.png
1.62278,103.625,14110.png
59.31216,18.38826,12016.png
22.40071909,-105.5253029,9371.png
-17.63039242,-53.31515359,8128.png
41.03861,-73.55165,18955.png
53.52417,-6.91382,23597.png
-34.38086773,-66.72624927,9016.png
-30.78361096,22.46220098,8390.png
51.20034,3.73438,20657.png
35.86007,127.23982,11353.png
-18.97217801,140.4398586,6614.png
-23.04647411,-63.93783669,547.png
-7.496691388,-36.04553867,5290.png
65.32790298,53.40980461,6837.png
56.35807194,38.02448013,2186.png
47.13031,8.79288,16054.png
51.43961023,-0.097872139,22074.png
47.66398,-122.6686,18472.png
55.73906,38.17804,24813.png
41.24166,1.32823,15314.png
-34.35229,-58.81726,13195.png
42.23491,14.15646,11156.png
60.82820775,29.71278722,2481.png
42.02698,-88.3047,18303.png
37.4368,127.0967,11526.png
7.847455272,10.9524309,9069.png
7.78931,4.74303,14722.png
15.64376,103.75864,22811.png
48.61156,18.27387,20889.png
49.57704183,6.377304561,4316.png
-22.12167332,21.5619789,2961.png
-23.56680403,28.76511321,2720.png
45.91415,6.1611,16210.png
-22.09450377,46.77065605,5796.png
-28.71831206,-65.50050594,3886.png
39.72943,-104.83192,18465.png
-17.63345192,-52.56333364,9047.png
15.0438801,-90.20346849,6711.png
52.48239,13.15662,24414.png
42.13376,-87.99813,19510.png
-17.31493778,141.5161327,8927.png
41.12643,24.94359,16410.png
40.30927,-74.43846,18205.png
55.18394406,22.79178465,3337.png
51.2575,-0.59976,22204.png
51.15811,3.8068,20618.png
38.89908,-76.795,18328.png
44.43175,-87.90989,17553.png
50.92435,15.34965,12895.png
34.51357,136.56602,10806.png
45.25284,19.1996,22707.png
55.64060525,52.70226495,9997.png
40.65483,-73.93788,17083.png
6.33444,124.95278,25221.png
47.46296401,118.7220202,8306.png
54.05892644,-6.882621314,3728.png
50.46457,17.85472,12440.png
43.51428885,20.61368105,2391.png
47.24165,8.94103,16155.png
63.89694802,68.4867259,6301.png
4.95668064,-73.58661858,7449.png
37.43041,127.30474,11645.png
6.52677,3.37612,14717.png
-15.11880426,-54.11317402,2071.png
4.56481,-74.08359,13761.png
